/usr/lib/jvm/java-8-oracle/bin/java -Dspark.master=local[2] -Didea.launcher.port=7533 -Didea.launcher.bin.path=/home/tblee/idea-IC/bin -Dfile.encoding=UTF-8 -classpath "/usr/lib/jvm/java-8-oracle/jre/lib/charsets.jar:/usr/lib/jvm/java-8-oracle/jre/lib/deploy.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/cldrdata.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/dnsns.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/jaccess.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/jfxrt.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/localedata.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/nashorn.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/sunec.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/sunjce_provider.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/sunpkcs11.jar:/usr/lib/jvm/java-8-oracle/jre/lib/ext/zipfs.jar:/usr/lib/jvm/java-8-oracle/jre/lib/javaws.jar:/usr/lib/jvm/java-8-oracle/jre/lib/jce.jar:/usr/lib/jvm/java-8-oracle/jre/lib/jfr.jar:/usr/lib/jvm/java-8-oracle/jre/lib/jfxswt.jar:/usr/lib/jvm/java-8-oracle/jre/lib/jsse.jar:/usr/lib/jvm/java-8-oracle/jre/lib/management-agent.jar:/usr/lib/jvm/java-8-oracle/jre/lib/plugin.jar:/usr/lib/jvm/java-8-oracle/jre/lib/resources.jar:/usr/lib/jvm/java-8-oracle/jre/lib/rt.jar:/media/tblee/Data/Stanford courses/Spring 2016/CME323/Project/rnn_nlp/target/scala-2.11/classes:/home/tblee/.ivy2/cache/org.scala-lang/scala-library/jars/scala-library-2.11.8.jar:/home/tblee/spark-1.6.1/assembly/target/scala-2.11/spark-assembly-1.6.1-hadoop2.4.0.jar:/home/tblee/idea-IC/lib/idea_rt.jar" com.intellij.rt.execution.application.AppMain org.apache.spark.shallowNN.char_RNN_SGD
Using Spark's repl log4j profile: org/apache/spark/log4j-defaults-repl.properties
Training loss at epoch 552: 1.9517780872940034
Training loss at epoch 553: 1.9744099347669266
Training loss at epoch 554: 1.9190908288708808
Training loss at epoch 555: 1.9343114166198485
Training loss at epoch 556: 1.9905393941386695
Training loss at epoch 557: 1.9582214471282997
Training loss at epoch 558: 1.9587502270025536
Training loss at epoch 559: 1.9727162837081413
Training loss at epoch 560: 1.9865878551210243
Training loss at epoch 561: 1.9583555476732346
Training loss at epoch 562: 1.946857114727242
Training loss at epoch 563: 1.9404428884155056
Training loss at epoch 564: 1.936310960829955
Training loss at epoch 565: 1.9492313842298599
Training loss at epoch 566: 1.9652499721787364
Training loss at epoch 567: 1.9611126121091589
Training loss at epoch 568: 1.9215838735213508
Training loss at epoch 569: 1.912218383019396
Training loss at epoch 570: 1.9936525679540582
Training loss at epoch 571: 1.9648039051708504
Training loss at epoch 572: 1.9220311975044406
Training loss at epoch 573: 1.9320226190148546
Training loss at epoch 574: 1.9700426706332057
Training loss at epoch 575: 1.9689544249544613
Training loss at epoch 576: 1.9423242210521523
Training loss at epoch 577: 1.9304476922814862
Training loss at epoch 578: 1.9529124419000377
Training loss at epoch 579: 1.9089701154274172
Training loss at epoch 580: 1.9480657449224952
Training loss at epoch 581: 1.951565911576835
Training loss at epoch 582: 1.9335268462631165
Training loss at epoch 583: 1.9417114754196334
Training loss at epoch 584: 1.9372901065853811
Training loss at epoch 585: 1.9804237697343126
Training loss at epoch 586: 1.9439222349526672
Training loss at epoch 587: 1.9491593492012051
Training loss at epoch 588: 1.9313228533507327
Training loss at epoch 589: 1.9370105611441415
Training loss at epoch 590: 1.9599591253050623
Training loss at epoch 591: 1.9343246346104432
Training loss at epoch 592: 1.9736472879394578
Training loss at epoch 593: 1.9355497491224554
[Stage 603:============================>                            (1 + 1) / 2]Training loss at epoch 594: 1.9600348314527525
Training loss at epoch 595: 1.9604501892142365
Training loss at epoch 596: 1.9311152713058597
Training loss at epoch 597: 1.9359756328451785
Training loss at epoch 598: 1.9625420683855084
Training loss at epoch 599: 1.9419477484170762
Training loss at epoch 600: 1.921772154394911
Training loss at epoch 601: 1.9318536630703955
Training loss at epoch 602: 1.9528618430386702
Training loss at epoch 603: 1.9364995902805309
Training loss at epoch 604: 1.9698210286295634
Training loss at epoch 605: 1.9832002768787689
Training loss at epoch 606: 1.9503985482276245
Training loss at epoch 607: 1.949266877654251
Training loss at epoch 608: 1.932024391548108
Training loss at epoch 609: 1.9691365730681163
Training loss at epoch 610: 1.9185535637774032
Training loss at epoch 611: 1.9299859110587276
Training loss at epoch 612: 1.9760406547925915
Training loss at epoch 613: 1.9426825607947722
Training loss at epoch 614: 1.9460436758897068
Training loss at epoch 615: 1.9354989585638565
Training loss at epoch 616: 1.941490567150164
Training loss at epoch 617: 1.930948279867014
Training loss at epoch 618: 1.9276093142683617
Training loss at epoch 619: 1.973977904737515
Training loss at epoch 620: 1.9470139807925322
Training loss at epoch 621: 1.9844161407512513
Training loss at epoch 622: 1.9363323716366645
Training loss at epoch 623: 1.9363005512138134
Training loss at epoch 624: 1.8997475695415105
Training loss at epoch 625: 1.919665570876853
Training loss at epoch 626: 1.9458739015547082
Training loss at epoch 627: 1.960116280055623
Training loss at epoch 628: 1.936685444252603
Training loss at epoch 629: 1.9588895872558578
Training loss at epoch 630: 1.9619707954749805
Training loss at epoch 631: 1.9424171305553446
Training loss at epoch 632: 1.9389846815218024
Training loss at epoch 633: 1.9308362343350545
Training loss at epoch 634: 1.9404946921136104
Training loss at epoch 635: 1.912826704337617
Training loss at epoch 636: 1.9318431930740285
Training loss at epoch 637: 1.983276373409573
Training loss at epoch 638: 1.9581838259596913
Training loss at epoch 639: 1.9755459894396565
Training loss at epoch 640: 1.9824463195214854
Training loss at epoch 641: 1.968317348947854
Training loss at epoch 642: 1.917656162456319
Training loss at epoch 643: 1.987767449388718
Training loss at epoch 644: 1.975383805624047
Training loss at epoch 645: 1.9151064013255776
Training loss at epoch 646: 1.9233667424549636
Training loss at epoch 647: 1.9155575234434088
Training loss at epoch 648: 1.9426681448194003
Training loss at epoch 649: 1.9263300949682587
Training loss at epoch 650: 1.92674127654787
Training loss at epoch 651: 1.9681672474712306
Training loss at epoch 652: 1.9402516660997169
Training loss at epoch 653: 1.9323012164346398
Training loss at epoch 654: 1.8870634968419275
Training loss at epoch 655: 1.9306157819987357
Training loss at epoch 656: 1.9553352213509012
Training loss at epoch 657: 1.9546463379487147
Training loss at epoch 658: 1.9762146669171519
Training loss at epoch 659: 1.9394307757880944
Training loss at epoch 660: 1.9044828846892192
Training loss at epoch 661: 1.9590098260841537
Training loss at epoch 662: 1.9490678343247114
Training loss at epoch 663: 1.9372268282945753
Training loss at epoch 664: 1.9468155757846786
Training loss at epoch 665: 1.9564517545208746
Training loss at epoch 666: 1.9293635526492323
Training loss at epoch 667: 1.9163351656559104
Training loss at epoch 668: 1.9364630230205693
Training loss at epoch 669: 1.9196645418516292
Training loss at epoch 670: 1.9019222837418626
Training loss at epoch 671: 1.9300224871374427
Training loss at epoch 672: 1.9329025149447687
Training loss at epoch 673: 1.9508336226144205
Training loss at epoch 674: 1.9701170084701412
Training loss at epoch 675: 1.943406725999273
Training loss at epoch 676: 1.9289073568761572
Training loss at epoch 677: 1.9182165960637028
Training loss at epoch 678: 1.9597531630363045
Training loss at epoch 679: 1.924368079487645
Training loss at epoch 680: 1.9217884339992477
Training loss at epoch 681: 1.922047721443841
Training loss at epoch 682: 1.9247658496550224
Training loss at epoch 683: 1.9204537890423004
Training loss at epoch 684: 1.926826635928373
Training loss at epoch 685: 1.9582746345779392
Training loss at epoch 686: 1.9776083207114006
Training loss at epoch 687: 1.9541830749614568
Training loss at epoch 688: 1.93662339902058
Training loss at epoch 689: 1.9104296026878829
Training loss at epoch 690: 1.92287313833793
Training loss at epoch 691: 1.9227794834958933
Training loss at epoch 692: 1.9274670464741201
Training loss at epoch 693: 1.9344114412348428
Training loss at epoch 694: 1.9490532616805858
Training loss at epoch 695: 1.9065828567420835
Training loss at epoch 696: 1.9654037529248682
Training loss at epoch 697: 1.9627984201529298
Training loss at epoch 698: 1.9589861266658293
Training loss at epoch 699: 1.8989185983896306
Training loss at epoch 700: 1.9414445038715302
Training loss at epoch 701: 1.905345029966035
Training loss at epoch 702: 1.9167954033269279
Training loss at epoch 703: 1.9102782823367728
Training loss at epoch 704: 1.9250809199289654
Training loss at epoch 705: 1.9216009548084116
Training loss at epoch 706: 1.9171369625480816
Training loss at epoch 707: 1.9705513777987675
Training loss at epoch 708: 1.9550662980742066
Training loss at epoch 709: 1.9191190109879739
Training loss at epoch 710: 1.944174852949506
Training loss at epoch 711: 1.9247191111744772
Training loss at epoch 712: 1.9744409771697253
Training loss at epoch 713: 1.869935270757949
Training loss at epoch 714: 1.9336098770175025
Training loss at epoch 715: 1.9303604339188132
Training loss at epoch 716: 1.9518079727085544
Training loss at epoch 717: 1.9506138192619566
Training loss at epoch 718: 1.94286394007608
Training loss at epoch 719: 1.9273579720446583
Training loss at epoch 720: 1.94022886331203
Training loss at epoch 721: 1.9478180083120185
Training loss at epoch 722: 1.9127800167034408
Training loss at epoch 723: 1.9541413976786626
Training loss at epoch 724: 1.9524395358216218
Training loss at epoch 725: 1.9453624462572356
Training loss at epoch 726: 1.9074451146138391
Training loss at epoch 727: 1.925081012693132
Training loss at epoch 728: 1.9413978207070866
Training loss at epoch 729: 1.9168258642483864
Training loss at epoch 730: 1.9123605326834645
Training loss at epoch 731: 1.9593922641014472
Training loss at epoch 732: 1.8890706201238594
Training loss at epoch 733: 1.9021377221440017
Training loss at epoch 734: 1.9499753070457428
Training loss at epoch 735: 1.941068164497457
Training loss at epoch 736: 1.9314352786128655
Training loss at epoch 737: 1.9230317521005527
Training loss at epoch 738: 1.9420567219950378
Training loss at epoch 739: 1.9523653562553407
Training loss at epoch 740: 1.9384380000929369
Training loss at epoch 741: 1.9064139829959905
Training loss at epoch 742: 1.920969495709596
Training loss at epoch 743: 1.9223360271542858
Training loss at epoch 744: 1.9632465986878418
Training loss at epoch 745: 1.9375179930540092
Training loss at epoch 746: 1.9620403934689588
Training loss at epoch 747: 1.9156523557939003
Training loss at epoch 748: 1.9161172956342345
Training loss at epoch 749: 1.9375985151002375
Training loss at epoch 750: 1.9399518143287977
Training loss at epoch 751: 1.9437094576151621
Training loss at epoch 752: 1.9033598796111584
Training loss at epoch 753: 1.9420796466735994
Training loss at epoch 754: 1.9296985686430534
Training loss at epoch 755: 1.93359505881949
Training loss at epoch 756: 1.9363901305254854
Training loss at epoch 757: 1.9311547386459547
Training loss at epoch 758: 1.93339727614973
Training loss at epoch 759: 1.9434485036000213
Training loss at epoch 760: 1.933286585643245
Training loss at epoch 761: 1.9395461359501178
Training loss at epoch 762: 1.8983585810308976
Training loss at epoch 763: 1.9098582193994564
Training loss at epoch 764: 1.9095948565088903
Training loss at epoch 765: 1.9266417191019762
Training loss at epoch 766: 1.9103692547426059
Training loss at epoch 767: 1.9025763926400932
Training loss at epoch 768: 1.9021132367582312
Training loss at epoch 769: 1.9267192546395937
Training loss at epoch 770: 1.9437257767053002
Training loss at epoch 771: 1.8742539484730032
Training loss at epoch 772: 1.9215130515648924
Training loss at epoch 773: 1.9450746279124458
Training loss at epoch 774: 1.9186913697893504
Training loss at epoch 775: 1.9131739546138091
Training loss at epoch 776: 1.937263268783628
Training loss at epoch 777: 1.9284318616901022
Training loss at epoch 778: 1.9159503910662181
Training loss at epoch 779: 1.9233451549567486
Training loss at epoch 780: 1.9593830019712246
Training loss at epoch 781: 1.9498869082203447
Training loss at epoch 782: 1.9415269261909693
Training loss at epoch 783: 1.9127245371299633
Training loss at epoch 784: 1.9023455382955126
Training loss at epoch 785: 1.9552114137328473
Training loss at epoch 786: 1.89276616666426
Training loss at epoch 787: 1.908985441328628
Training loss at epoch 788: 1.9552084996186507
Training loss at epoch 789: 1.8954452719576576
Training loss at epoch 790: 1.9126526593545292
Training loss at epoch 791: 1.9361980801595438
Training loss at epoch 792: 1.910336551116338
Training loss at epoch 793: 1.9338500920786086
Training loss at epoch 794: 1.9257145092693022
Training loss at epoch 795: 1.921872942631825
Training loss at epoch 796: 1.9523060541800432
Training loss at epoch 797: 1.915137629316452
Training loss at epoch 798: 1.9288735936268049
Training loss at epoch 799: 1.9725263900946703
Training loss at epoch 800: 1.9401435895548258
Training loss at epoch 801: 1.9098781350776761
Training loss at epoch 802: 1.9243562252199198
Training loss at epoch 803: 1.9380825836221618
Training loss at epoch 804: 1.9393074693607477
Training loss at epoch 805: 1.9317237375288052
Training loss at epoch 806: 1.9151334229675647
Training loss at epoch 807: 1.9026812575696128
Training loss at epoch 808: 1.9127746023416676
Training loss at epoch 809: 1.9447358485369508
Training loss at epoch 810: 1.951345548312801
Training loss at epoch 811: 1.8944510527454228
Training loss at epoch 812: 1.9356203261238378
Training loss at epoch 813: 1.9025336229513954
Training loss at epoch 814: 1.9312057313547233
Training loss at epoch 815: 1.9195958348416988
Training loss at epoch 816: 1.9165734350784787
Training loss at epoch 817: 1.9312288975123089
Training loss at epoch 818: 1.8714110242861273
Training loss at epoch 819: 1.952524323124972
Training loss at epoch 820: 1.9017685438049063
Training loss at epoch 821: 1.9264178401101864
Training loss at epoch 822: 1.9311846401486292
Training loss at epoch 823: 1.9102274100045782
Training loss at epoch 824: 1.954017329807311
Training loss at epoch 825: 1.9345587399064097
Training loss at epoch 826: 1.9270275400034471
Training loss at epoch 827: 1.9393130563669707
Training loss at epoch 828: 1.914808551134862
Training loss at epoch 829: 1.9059221627285337
Training loss at epoch 830: 1.8986401811552227
Training loss at epoch 831: 1.9447782940562885
Training loss at epoch 832: 1.9175182764246674
Training loss at epoch 833: 1.8965656001242406
Training loss at epoch 834: 1.9601529257253147
Training loss at epoch 835: 1.940194628370085
Training loss at epoch 836: 1.9227794816950268
Training loss at epoch 837: 1.91143105477374
Training loss at epoch 838: 1.9176080709673962
Training loss at epoch 839: 1.9583545795109556
Training loss at epoch 840: 1.929352517436943
Training loss at epoch 841: 1.9300290499330028
Training loss at epoch 842: 1.9268385653794908
Training loss at epoch 843: 1.904677926633421
Training loss at epoch 844: 1.9422796070769102
Training loss at epoch 845: 1.948268890167819
Training loss at epoch 846: 1.9188054524495302
Training loss at epoch 847: 1.920961724904204
Training loss at epoch 848: 1.9024885891835381
Training loss at epoch 849: 1.9252327350730178
Training loss at epoch 850: 1.9114301095282473
Training loss at epoch 851: 1.9198241901858024
Training loss at epoch 852: 1.9215299089487965
Training loss at epoch 853: 1.896075610666194
Training loss at epoch 854: 1.8956303834927875
Training loss at epoch 855: 1.927171377969425
Training loss at epoch 856: 1.939804448447726
Training loss at epoch 857: 1.9511374088690794
Training loss at epoch 858: 1.9328669587730283
Training loss at epoch 859: 1.9179466835217145
Training loss at epoch 860: 1.956191188999727
Training loss at epoch 861: 1.9450727490700002
Training loss at epoch 862: 1.910598071854152
Training loss at epoch 863: 1.8997220218204425
Training loss at epoch 864: 1.906267344418358
Training loss at epoch 865: 1.9185441103808347
Training loss at epoch 866: 1.9544836088685507
Training loss at epoch 867: 1.8740188813116396
Training loss at epoch 868: 1.9223210904742565
Training loss at epoch 869: 1.9419919596104966
Training loss at epoch 870: 1.9065681294432102
Training loss at epoch 871: 1.917918945621381
Training loss at epoch 872: 1.8996430499540014
Training loss at epoch 873: 1.92792650020375
Training loss at epoch 874: 1.8767669315611315
Training loss at epoch 875: 1.932513727472014
Training loss at epoch 876: 1.9473563150433952
Training loss at epoch 877: 1.9351818137880346
Training loss at epoch 878: 1.9435730583438888
Training loss at epoch 879: 1.9556805267323223
Training loss at epoch 880: 1.9388263699733648
Training loss at epoch 881: 1.9229578079263425
Training loss at epoch 882: 1.928543542300768
Training loss at epoch 883: 1.940165733390122
Training loss at epoch 884: 1.8881604678096442
Training loss at epoch 885: 1.8994135675646184
Training loss at epoch 886: 1.9240661371436145
Training loss at epoch 887: 1.9012685656049395
Training loss at epoch 888: 1.9445180032924445
Training loss at epoch 889: 1.9229489463195397
Training loss at epoch 890: 1.9280430553599803
Training loss at epoch 891: 1.91187485689575
Training loss at epoch 892: 1.9212707927898942
Training loss at epoch 893: 1.938335097974521
Training loss at epoch 894: 1.9045441399754637
Training loss at epoch 895: 1.94312683159988
Training loss at epoch 896: 1.8956015397340968
Training loss at epoch 897: 1.901527984332609
Training loss at epoch 898: 1.8636769733926735
Training loss at epoch 899: 1.8805208508938744
Training loss at epoch 900: 1.9104302809619618
Training loss at epoch 901: 1.9212892940136341
Training loss at epoch 902: 1.9077801369015563
Training loss at epoch 903: 1.92236797454402
Training loss at epoch 904: 1.8867607206754498
Training loss at epoch 905: 1.9133776590545974
Training loss at epoch 906: 1.904021440220322
Training loss at epoch 907: 1.952540540056305
Training loss at epoch 908: 1.9071458932826728
Training loss at epoch 909: 1.9508645132273752
Training loss at epoch 910: 1.9246272236724578
Training loss at epoch 911: 1.88316393088835
Training loss at epoch 912: 1.896737206240866
Training loss at epoch 913: 1.9054266031962848
Training loss at epoch 914: 1.9308496844660736
Training loss at epoch 915: 1.9092640493037365
Training loss at epoch 916: 1.9373531567099647
Training loss at epoch 917: 1.9067209423136187
Training loss at epoch 918: 1.9016698673390762
Training loss at epoch 919: 1.886483322974407
Training loss at epoch 920: 1.9166257162919864
Training loss at epoch 921: 1.8677156911848256
Training loss at epoch 922: 1.9367907568280491
Training loss at epoch 923: 1.873235424353115
Training loss at epoch 924: 1.88992005062705
Training loss at epoch 925: 1.9152797702019706
Training loss at epoch 926: 1.9227507956768142
Training loss at epoch 927: 1.9346250643937641
Training loss at epoch 928: 1.9358518327858159
Training loss at epoch 929: 1.9129271109468382
Training loss at epoch 930: 1.9114691218660673
Training loss at epoch 931: 1.9413914154749292
Training loss at epoch 932: 1.911243564420576
Training loss at epoch 933: 1.896904039218192
Training loss at epoch 934: 1.9116617640561173
Training loss at epoch 935: 1.9352644014918456
Training loss at epoch 936: 1.9445477543793235
Training loss at epoch 937: 1.8928765593589327
Training loss at epoch 938: 1.8728213507270834
Training loss at epoch 939: 1.9173527683749583
Training loss at epoch 940: 1.8851925217669274
Training loss at epoch 941: 1.9174416591229824
Training loss at epoch 942: 1.9029447784510403
Training loss at epoch 943: 1.8974714047790868
Training loss at epoch 944: 1.896092537553666
Training loss at epoch 945: 1.8804320229682239
Training loss at epoch 946: 1.9405677092490408
Training loss at epoch 947: 1.9313981949600272
Training loss at epoch 948: 1.8988052914404725
Training loss at epoch 949: 1.9367854555346873
Training loss at epoch 950: 1.9209853183661463
Training loss at epoch 951: 1.922685883136511
Training loss at epoch 952: 1.9433571224718207
Training loss at epoch 953: 1.9082707463330633
Training loss at epoch 954: 1.935672280648094
Training loss at epoch 955: 1.927378509878015
Training loss at epoch 956: 1.910785971672564
Training loss at epoch 957: 1.9042873186146347
Training loss at epoch 958: 1.9147614974936533
Training loss at epoch 959: 1.9207652958007668
Training loss at epoch 960: 1.9164663789125445
Training loss at epoch 961: 1.8913560541121741
Training loss at epoch 962: 1.8694194179174004
Training loss at epoch 963: 1.917503846795544
Training loss at epoch 964: 1.9141118934299948
Training loss at epoch 965: 1.9431241212425892
Training loss at epoch 966: 1.9213121135792088
Training loss at epoch 967: 1.9151482226116228
Training loss at epoch 968: 1.9390111642369872
Training loss at epoch 969: 1.9270635805619118
Training loss at epoch 970: 1.8916062865138454
Training loss at epoch 971: 1.8949713925404563
Training loss at epoch 972: 1.929546134402625
Training loss at epoch 973: 1.891127577303489
Training loss at epoch 974: 1.932279408434165
Training loss at epoch 975: 1.9007179484050234
Training loss at epoch 976: 1.892320883182189
Training loss at epoch 977: 1.9124008475060943
Training loss at epoch 978: 1.9324669424967942
Training loss at epoch 979: 1.9077971277726218
Training loss at epoch 980: 1.893984510121471
Training loss at epoch 981: 1.9440274780654991
Training loss at epoch 982: 1.8755387552714344
Training loss at epoch 983: 1.8884695910488938
Training loss at epoch 984: 1.9450536229074986
Training loss at epoch 985: 1.8883333050231867
Training loss at epoch 986: 1.9011731650920494
Training loss at epoch 987: 1.9234667018200473
Training loss at epoch 988: 1.904387013449588
Training loss at epoch 989: 1.8883678224844913
Training loss at epoch 990: 1.9113161362177402
Training loss at epoch 991: 1.9040277547801185
Training loss at epoch 992: 1.8961622441124892
Training loss at epoch 993: 1.9228177052652708
Training loss at epoch 994: 1.9237997355064225
Training loss at epoch 995: 1.9156671192185895
Training loss at epoch 996: 1.8943785897415395
Training loss at epoch 997: 1.9181768834387352
Training loss at epoch 998: 1.9065831799491002
Training loss at epoch 999: 1.9037289507799997
Training loss at epoch 1000: 1.9055309242152154
Training loss at epoch 1001: 1.8915799021826571
Training loss at epoch 1002: 1.9120798189753483
Training loss at epoch 1003: 1.9227482116482382
Training loss at epoch 1004: 1.8915121652985367
Training loss at epoch 1005: 1.8797081229941623
Training loss at epoch 1006: 1.9069358865235737
Training loss at epoch 1007: 1.9564322366658988
Training loss at epoch 1008: 1.867776255535648
Training loss at epoch 1009: 1.8898208082522066
Training loss at epoch 1010: 1.8900061714545957
Training loss at epoch 1011: 1.9082789868182397
Training loss at epoch 1012: 1.9105966496292925
Training loss at epoch 1013: 1.913141533379148
Training loss at epoch 1014: 1.919007236372141
Training loss at epoch 1015: 1.8974137059498346
Training loss at epoch 1016: 1.9237168129730666
Training loss at epoch 1017: 1.9218064875762377
Training loss at epoch 1018: 1.9142953535209324
Training loss at epoch 1019: 1.89134513288732
Training loss at epoch 1020: 1.9054524790481338
Training loss at epoch 1021: 1.9492593431277148
Training loss at epoch 1022: 1.8910264256838476
Training loss at epoch 1023: 1.923709974764333
Training loss at epoch 1024: 1.9038028756041296
Training loss at epoch 1025: 1.8806226964819273
Training loss at epoch 1026: 1.9133021902239948
Training loss at epoch 1027: 1.8946668843605972
Training loss at epoch 1028: 1.909923635905062
Training loss at epoch 1029: 1.8911601918226162
Training loss at epoch 1030: 1.9142272260983677
Training loss at epoch 1031: 1.9153621392742586
Training loss at epoch 1032: 1.8951833746907591
Training loss at epoch 1033: 1.9317370271713623
Training loss at epoch 1034: 1.8652673214856497
Training loss at epoch 1035: 1.9221783860322268
Training loss at epoch 1036: 1.9077934178922813
Training loss at epoch 1037: 1.9210610351460184
Training loss at epoch 1038: 1.9188887063130071
Training loss at epoch 1039: 1.9325539236620375
Training loss at epoch 1040: 1.912481565875396
Training loss at epoch 1041: 1.9022946751571825
Training loss at epoch 1042: 1.9259377897925203
Training loss at epoch 1043: 1.913570163993805
Training loss at epoch 1044: 1.8979628096524943
Training loss at epoch 1045: 1.9439835308443456
Training loss at epoch 1046: 1.8702479230333922
Training loss at epoch 1047: 1.9177193955950262
Training loss at epoch 1048: 1.9332397337578435
Training loss at epoch 1049: 1.900253305212289
Training loss at epoch 1050: 1.908921044038525
Training loss at epoch 1051: 1.9161189517738733
Training loss at epoch 1052: 1.9023207790723233
Training loss at epoch 1053: 1.9107872822215626
Training loss at epoch 1054: 1.9156775204712426
Training loss at epoch 1055: 1.9467357295202976
Training loss at epoch 1056: 1.9243652888201719
Training loss at epoch 1057: 1.9268394647828437
Training loss at epoch 1058: 1.9304326859529812
Training loss at epoch 1059: 1.8862287595788214
Training loss at epoch 1060: 1.928717802639363
Training loss at epoch 1061: 1.9268532633879472
Training loss at epoch 1062: 1.9132955896393824
Training loss at epoch 1063: 1.909749451385858
Training loss at epoch 1064: 1.938034484440194
Training loss at epoch 1065: 1.8771988174208978
Training loss at epoch 1066: 1.9410900607348582
Training loss at epoch 1067: 1.923147860631475
Training loss at epoch 1068: 1.9010062231095124
Training loss at epoch 1069: 1.9064099221343709
Training loss at epoch 1070: 1.8871178983447674
Training loss at epoch 1071: 1.9133507156225291
Training loss at epoch 1072: 1.8772970955910546
Training loss at epoch 1073: 1.9218618094931392
Training loss at epoch 1074: 1.9182612446293676
Training loss at epoch 1075: 1.9086843239907272
Training loss at epoch 1076: 1.9227781668789694
Training loss at epoch 1077: 1.888353236397774
Training loss at epoch 1078: 1.881257706134014
Training loss at epoch 1079: 1.9332912615662567
Training loss at epoch 1080: 1.9232932646524319
Training loss at epoch 1081: 1.9053263122206456
Training loss at epoch 1082: 1.895873171516985
Training loss at epoch 1083: 1.8634165474606827
Training loss at epoch 1084: 1.9012749333784216
Training loss at epoch 1085: 1.9150969247777074
Training loss at epoch 1086: 1.928985568213384
Training loss at epoch 1087: 1.9160549855908557
Training loss at epoch 1088: 1.9259221943942217
Training loss at epoch 1089: 1.8930627752848745
Training loss at epoch 1090: 1.8714374207109288
Training loss at epoch 1091: 1.9347498303535864
Training loss at epoch 1092: 1.91195617145494
Training loss at epoch 1093: 1.9103205276754531
Training loss at epoch 1094: 1.8998376116746216
Training loss at epoch 1095: 1.9131799966788348
Training loss at epoch 1096: 1.9246240065567657
Training loss at epoch 1097: 1.9178102184298587
Training loss at epoch 1098: 1.9049631622368424
Training loss at epoch 1099: 1.8984827882601822
Training loss at epoch 1100: 1.9259156276975196
Training loss at epoch 1101: 1.8933977543116893
Training loss at epoch 1102: 1.8799487990313761
Training loss at epoch 1103: 1.8822621404770734
Training loss at epoch 1104: 1.9034064843273735
Training loss at epoch 1105: 1.9431258944667409
Training loss at epoch 1106: 1.9258706489510578
Training loss at epoch 1107: 1.9216883349587779
Training loss at epoch 1108: 1.9473589751600566
Training loss at epoch 1109: 1.9108428140686409
Training loss at epoch 1110: 1.9356082474952119
Training loss at epoch 1111: 1.9150376429567777
Training loss at epoch 1112: 1.8881286710350382
Training loss at epoch 1113: 1.928597769182152
Training loss at epoch 1114: 1.884607118075781
Training loss at epoch 1115: 1.9150788374960055
Training loss at epoch 1116: 1.9280770545714194
Training loss at epoch 1117: 1.9085535254431936
Training loss at epoch 1118: 1.9232809230564885
Training loss at epoch 1119: 1.8979877292847285
Training loss at epoch 1120: 1.8935004211025477
Training loss at epoch 1121: 1.892930135855991
Training loss at epoch 1122: 1.8651470857651602
Training loss at epoch 1123: 1.8837777565887655
Training loss at epoch 1124: 1.8898443907862377
Training loss at epoch 1125: 1.882084989906817
Training loss at epoch 1126: 1.9025142481566584
Training loss at epoch 1127: 1.8919275022406998
Training loss at epoch 1128: 1.8859843740534796
Training loss at epoch 1129: 1.8850315173569208
Training loss at epoch 1130: 1.8991679021637344
Training loss at epoch 1131: 1.9302641298877452
Training loss at epoch 1132: 1.9431159236773656
Training loss at epoch 1133: 1.90326592155834
Training loss at epoch 1134: 1.8891857948656063
Training loss at epoch 1135: 1.9099077425285496
Training loss at epoch 1136: 1.8991401640598387
Training loss at epoch 1137: 1.8821873506643851
Training loss at epoch 1138: 1.9318880503584628
Training loss at epoch 1139: 1.8918234713943292
Training loss at epoch 1140: 1.8658530204322332
Training loss at epoch 1141: 1.9018608927377865
Training loss at epoch 1142: 1.8809700591712921
Training loss at epoch 1143: 1.9295793255293974
Training loss at epoch 1144: 1.9167250137962526
Training loss at epoch 1145: 1.9146011373310734
Training loss at epoch 1146: 1.9099572529138582
Training loss at epoch 1147: 1.9201414409953925
Training loss at epoch 1148: 1.8676861550348227
Training loss at epoch 1149: 1.9028284374962912
Training loss at epoch 1150: 1.9054304913666067
Training loss at epoch 1151: 1.9080038037620632
Training loss at epoch 1152: 1.938743003014483
Training loss at epoch 1153: 1.8968189253966432
Training loss at epoch 1154: 1.9081902358051726
Training loss at epoch 1155: 1.9132483372681088
Training loss at epoch 1156: 1.8836585295164523
Training loss at epoch 1157: 1.9111310400201302
Training loss at epoch 1158: 1.8713383227632745
Training loss at epoch 1159: 1.8837099139927338
Training loss at epoch 1160: 1.9284146070222183
Training loss at epoch 1161: 1.8934039637324394
Training loss at epoch 1162: 1.887251878397747
Training loss at epoch 1163: 1.905443787836379
